,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
23,United,British Steel,https://i.scdn.co/image/ab67616d0000b273be0e5ebab8c61469b1ff9f62,Judas Priest,https://p.scdn.co/mp3-preview/6c07072427784f891163e8e777e9fdb8c2df4888?cid=b1e13d47b67249bda69ed912bb4f7133,1980,215266,48,0.278,0.633,0.643,0.0,0.286,-6.791,0.0574,84.53,4," Look around Theyre movin in Hold the ground When they begin  We can do it We can do it And if they wanna they can try But theyll never get near Then they can get out of here  Gonna keep on driving Never stop  United united united we stand United we never shall fall United united united we stand United we stand one and all  So give me hope Dont give in Make a stand Were gonna win  We can do it We can do it And if they wanna they can try it But theyll never get near And they can get out of here  Gonna keep on driving Never stop
 United united united we stand United we never shall fall United united united we stand United we stand one and all  So give me hope  United united united we stand United we never shall fall United united united we stand United we stand one and all United united united we stand United we never shall fall United united united we stand United we stand one and all United united united we stand United we never shall fall United united united we stand United we stand one and all United united united we stand United we never shall fall United..."
24,Never The Heroes,Firepower,https://i.scdn.co/image/ab67616d0000b2735c48f1b63e4b70cf96ffb088,Judas Priest,https://p.scdn.co/mp3-preview/641105f2be1a76191e76fbf90304a766cada200c?cid=b1e13d47b67249bda69ed912bb4f7133,2018-03-09,263973,46,0.000114,0.607,0.781,0.0252,0.107,-6.872,0.0349,116.001,4, Like a cobra they will strike And like lions caged well fight We were taken not by choice They put anger in our voice  We were fearless but so afraid Though in our hearts we still felt pain Were on fire but on a leash We only ever wanted peace  Never the heroes we were made to fight Never the heroes we were just sacrificed at war  Like a demon leads the youth We are terrible in truth No time to falter no turning back When we come under attack  There is no question as with a friend We have our honour to defend Were on fire but on a leash We only ever wanted peace  Never the heroes we were made to fight Never the heroes we were just sacrificed at war At war  We are together till the end We have our honour to defend  Never the heroes we were made to fight Never the heroes we were just sacrificed Never the heroes  We were made to fight  Never the heroes we were sacrificed at war
25,Riding on the Wind,Screaming For Vengeance,https://i.scdn.co/image/ab67616d0000b273a79a10cea4a05ade064a397b,Judas Priest,https://p.scdn.co/mp3-preview/e4828a92573d33e7d50f9aa79c0a6d7b041209a6?cid=b1e13d47b67249bda69ed912bb4f7133,1982,189733,46,0.0226,0.231,0.943,0.0352,0.295,-5.113,0.119,179.123,4," Shooting for the stars Cruise the speed of light Glowing God of Mars Body burning bright  Well Im riding Riding on the wind Yes Im riding Riding on the wind  Tearing up through life Million miles an hour Blinding all in sight Surging rush of power  Well Im riding Riding on the wind Im riding Riding on the wind   Riding on the wind Riding on the wind Riding on the wind Riding on the wind  Thunderbolt from hell Shattering aloud Screaming demons yell Bursting through the clouds
 Well Im riding Riding on the wind Yes Im riding Riding on the wind"
26,Between the Hammer  the Anvil,Painkiller,https://i.scdn.co/image/ab67616d0000b27360db4ca924d17bc6754e89aa,Judas Priest,https://p.scdn.co/mp3-preview/b8a588569fb84c2b1ab147cfc7fc5b1c9608ab19?cid=b1e13d47b67249bda69ed912bb4f7133,1990-09-26,289040,48,0.000109,0.318,0.984,0.0174,0.144,-4.693,0.109,172.271,4,
27,Grinder,British Steel,https://i.scdn.co/image/ab67616d0000b273be0e5ebab8c61469b1ff9f62,Judas Priest,https://p.scdn.co/mp3-preview/092c585a2fc9e6a23bd5e451de9cb646c3475ed8?cid=b1e13d47b67249bda69ed912bb4f7133,1980,237800,48,0.0673,0.437,0.881,4.05e-05,0.104,-4.934,0.0561,139.895,4," Never straight and narrow I wont keep in time Tend to burn the arrow out of the line Been inclined to wander Off the beaten track Thats where theres thunder and the wind shouts back  Grinder Looking for meat Grinder Wants you to eat  Got no use for routine I shiver at the thought Open skies are my scene thats why I wont get caught Refuse to bait the mantrap Be led to set the snare I love to have my sight capped everywhere  Grinder Looking for meat Grinder Wants you to eat
  Ive held my licence It came with birth For self-reliance on this earth You take the bullet On which my name Was etched upon in your game  Day of independence Stamped us like a brand Round the necks of millions to the land As the mighty eagle I need room to breathe Witness from the treadmill I take my leave  Grinder Looking for meat Grinder Wants you to eat  Grinder Looking for meat Grinder Wants you to eat
 Grinder"
28,Jawbreaker,Defenders Of The Faith,https://i.scdn.co/image/ab67616d0000b273bc22adfbb796489be45491d2,Judas Priest,https://p.scdn.co/mp3-preview/fc97dc6f210b8a91b3eb074626efb9f783d80b36?cid=b1e13d47b67249bda69ed912bb4f7133,1984,206333,45,0.000785,0.359,0.926,0.0106,0.131,-4.702,0.0804,99.911,4, Deadly as the viper peering from its coil The poison there is coming to the boil Ticking like a time bomb the fuse is running short On the verge of snapping if its caught  And all the pressure thats been building up For all the years it bore the load The cracks appear the frame starts to distort Its ready to explode Jawbreaker  Crouching in the corner wound up as a spring Piercing eyes that flash are shimmering Muscles are all contorted claws dug in the dirt Every ounce of fiber on alert  And all the pressure thats been building up For all the years it bore the load The cracks appear the frame starts to distort Its ready to explode Jawbreaker  And all the pressure thats been building up For all the years it bore the load The cracks appear the frame starts to distort Its ready to explode Jawbreaker  Jawbreaker Jawbreaker Jawbreaker
29,The Green Manalishi ,Killing Machine,https://i.scdn.co/image/ab67616d0000b2738192db1694959d5c711d39b3,Judas Priest,https://p.scdn.co/mp3-preview/da5745b4a4dd5cb3b4b2ad729454051005cf4b39?cid=b1e13d47b67249bda69ed912bb4f7133,1979,202626,45,0.000738,0.554,0.79,0.00401,0.342,-7.126,0.0695,124.336,4,
30,Prisoner of Your Eyes,Screaming For Vengeance,https://i.scdn.co/image/ab67616d0000b273a79a10cea4a05ade064a397b,Judas Priest,https://p.scdn.co/mp3-preview/190d61a23624b0e19c86bb55af0f792fa138b224?cid=b1e13d47b67249bda69ed912bb4f7133,1982,430826,49,0.21,0.353,0.664,0.0,0.266,-7.436,0.0403,123.236,4," When I saw your face I became a prisoner of your eyes And I would do just anything To stay and be with you You know there are times When I let myself wonder As I was going under You pulled me back to earth  Dont you hear me crying? Take me in your arms again Tell me that youre trying Or is our love a lie?  Love is blind And love deceives you You came along and captured me Now Im a prisoner of your eyes Trapped in time I cannot leave you Im just a prisoner of your eyes  As each day goes by Ive given up completely Ive locked myself inside your heart And thrown away the key Only time will tell If I can live without you Can you see into the future? Will you ever set me free?  Dont you hear me crying? Take me in your arms again Tell me that youre trying Or is our love a lie?  Love is blind And love deceives you You came along and captured me Now Im a prisoner of your eyes Trapped in time I cannot leave you Im just a prisoner of your eyes
 In this heartache We can try and start again Stop the heartbreak A little time will help to kill the pain   Dont you hear me crying? Take me in your arms again Tell me that youre trying Or is our love a lie?  Love is blind And love deceives you You came along and captured me Now Im a prisoner of your eyes Trapped in time I cannot leave you Im just a prisoner of your eyes Love is blind And love deceives you You came along and captured me Now Im a prisoner of your eyes Trapped in time I cannot leave you Im just a prisoner of your eyes Love is blind And love deceives you You came along and captured me Now Im a prisoner of your eyes Trapped in time I cannot leave you Im just a prisoner of your eyes"
31,Desert Plains,Point Of Entry,https://i.scdn.co/image/ab67616d0000b273397a50d3dede88554925c717,Judas Priest,https://p.scdn.co/mp3-preview/0ea0b761a8d2307f6593f1db19c66c617de863e5?cid=b1e13d47b67249bda69ed912bb4f7133,1981,274866,45,0.00046,0.538,0.923,0.00863,0.564,-5.154,0.0447,124.449,4, Full moon is rising The sky is black I heed your call Im coming back The road is straight cast Winds in my eyes The engine roars between my thighs  From desert plains I bring you love From desert plains I bring you love  Wild mountain thunder Echoes my quest My body aches but Ill not rest Quartz light to guide me Till sunrise leads My passion screams my heart it bleeds  From desert plains I bring you love From desert plains I bring you love  Then in the distance I see you stand On the horizon you raise your hand In burning rubber I end my quest You fall into my arms at last  From desert plains I bring you love From desert plains I bring you love
32,The Hellion / Electric Eye,Living After Midnight,https://i.scdn.co/image/ab67616d0000b27384e8e28e6f93cdc0e584860d,Judas Priest,https://p.scdn.co/mp3-preview/678eb6ae5df129f91dcc29f53ff4a648b3375236?cid=b1e13d47b67249bda69ed912bb4f7133,1997-09-29,260160,46,0.000399,0.173,0.921,0.000923,0.109,-6.129,0.12,193.796,4,
33,Rapid Fire,British Steel,https://i.scdn.co/image/ab67616d0000b273be0e5ebab8c61469b1ff9f62,Judas Priest,https://p.scdn.co/mp3-preview/f6a357acb32a524d4e3cdbcb3e88a6bc738875e2?cid=b1e13d47b67249bda69ed912bb4f7133,1980,248000,46,0.000267,0.375,0.994,0.00075,0.316,-5.829,0.0902,135.431,4, Pounding the world like a battering ram Forging the furnace for the final grand slam Chopping away at the source soon the course will be gone Cleaving a trail of destruction thats second to none  Hammering anvils straining muscle and might Shattering blows crashing browbeating fright Fast devastating and desolisating the curse Blasting the cannons of truth through each man of this earth   Wielding the axe comes the one culmination Thats always seemed certain to bring down the curtain on greed Sifting the good from the bad its the age for the rage Of the dogs which must fall to the just and be free Now grate for the vandals who trampled and sampled Till this place conditioned brought forth demolition to war The slipping and sliding corrosive subsiding That withered and waned till the world seemed all drained fills the bay  Pounding the world like a battering ram Forging the furnace for the final grand slam Chopping away at the source soon the course will be gone Cleaving a trail of destruction thats second to none  Second to none
34,Screaming for Vengeance,Screaming For Vengeance (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273475bd4fb40ba687fbf002c82,Judas Priest,https://p.scdn.co/mp3-preview/bf982165b9a0da7e5b0bb739eccbd7c85c90f5ea?cid=b1e13d47b67249bda69ed912bb4f7133,1982,283120,46,0.0118,0.375,0.976,3.46e-06,0.527,-5.498,0.0895,112.813,4," Ahhhhhh  Hey listen dont you let them get your mind Fill your brain with orders and thats not right Theyre playing out a game that draws you closer Till youre living in a world thats ruled by fear Always taking baby but thats okay What theyre giving maybe its out of phase with me Told you once youre never gonna win the race Same old no tomorrow kicked in the face  We are screaming screaming for vengeance The world is a manacled place Screaming screaming for vengeance The world is defiled in disgrace  Tie a blindfold all around your head Spin you round in the torture before the dread And then youre pushed and shoved into every corner Then they lead you out into the final slaughter As the sweat is running down your neck All youre praying for is to stop your body breaking up Oh your heart is pumping gonna soon explode Got to fight the horror of this mental load
 We are screaming screaming for vengeance The world is a manacled place Screaming screaming for vengeance The world is defiled in disgrace   So you wait it out and bide your time Rip off that straight jacket you gotta break that line Everyone who wins in the great escape Leaves a thousand more who suffer in their wake I dont talk about it but thats all right Tables turned now theres a revenge in sight If it takes forever then I tell you I can wait Send them screaming back through their hells own gate  We are screaming screaming for vengeance The world is a manacled place Screaming screaming for vengeance The world is defiled in disgrace  Screaming screaming vengeance Screaming vengeance screaming"
35,Johnny B. Goode,Ram It Down,https://i.scdn.co/image/ab67616d0000b2731870e57bcd78041d8c3cd202,Judas Priest,https://p.scdn.co/mp3-preview/e70035a6c7a80fb27e60c823cf75733f87ed6194?cid=b1e13d47b67249bda69ed912bb4f7133,1988-05-03,279400,46,0.181,0.332,0.944,0.000659,0.349,-4.842,0.0715,156.223,4,
36,Rock Hard Ride Free,Defenders Of The Faith,https://i.scdn.co/image/ab67616d0000b273bc22adfbb796489be45491d2,Judas Priest,https://p.scdn.co/mp3-preview/0fd15003f1c6a9babcfc1da49e982576a67fd6d1?cid=b1e13d47b67249bda69ed912bb4f7133,1984,333533,44,0.00253,0.348,0.829,0.048,0.431,-5.651,0.0457,136.681,4,"Get a grip on the action Moving heaven and earth You gotta get a reaction Push for all that youre worth No denying Were going against the grain So defiant But theyll never put us down Rock hard ride free All day all night Rock hard ride free All your life Tough as steel stop at nothing Look at fate in the face Dont take no for an answer yeah Grab the lead in the race No denying Were going against the grain So defiant But theyll never put us down spit it out Rock hard ride free All day all night Rock hard ride free All your life Rock hard with a purpose Got a mind that wont bend Die hard resolution That is true to the end No denying Were going against the grain Because its so defiant Everybody scream it again Rock hard ride free All day all night Rock hard ride free All your life
Rock hard ride free All day all night Rock hard ride free All your life Rock hard ride free All day all night Rock hard ride free All your life Rock hard ride free All day all night"
37,Hot Rockin,Point Of Entry,https://i.scdn.co/image/ab67616d0000b273397a50d3dede88554925c717,Judas Priest,https://p.scdn.co/mp3-preview/e2e27c6bc4a9d770f3c05d5245592b2e3e35d18d?cid=b1e13d47b67249bda69ed912bb4f7133,1981,195226,42,0.00425,0.353,0.937,0.00831,0.0659,-3.963,0.112,171.418,4," Ive done my share of working out I want to go someplace where I can scream and shout Show me the lights where I can find The only thing I need to give me peace of mind  I want to go I want to go I want to go hot rockin I want to go I want to go I wanna go Hot rockin  Where is the spark that kicks the air? Where is the energy that charges everywhere? I see the crowd I hear the roar I feel my body start to leave the ground and soar  I want to go I want to go I want to go hot rockin I want to go I want to go I wanna go Hot rockin   Im going out in search of the bright lights Somehow I feel that tonight is the right night Im almost there Ive got the vibration Its coming strong from this generation My blood is hot from now on Im set free My pulse is hot so dont try to stop me Because this is it and Im hot rockin  Dont let it stop dont let it end Please let it carry on and on and on again I get so high knocked off my feet yeah This is the only way I want I want I want I want
 I want to go I want to go I want to go hot rockin I want to go I want to go I wanna go Hot rockin  Its all I want Its all I crave I just want to go Hot rockin"
38,Guardians,Firepower,https://i.scdn.co/image/ab67616d0000b2735c48f1b63e4b70cf96ffb088,Judas Priest,https://p.scdn.co/mp3-preview/8262daaf9b85f42f3021c3abe73898cd172c5101?cid=b1e13d47b67249bda69ed912bb4f7133,2018-03-09,66266,40,0.776,0.219,0.285,0.962,0.575,-14.93,0.0296,174.169,4,
39,Better by You Better Than Me,Stained Class,https://i.scdn.co/image/ab67616d0000b273a4c79ec8f98d1866d266f5af,Judas Priest,https://p.scdn.co/mp3-preview/2ae446239377757935882059b5cc1a0c89b81339?cid=b1e13d47b67249bda69ed912bb4f7133,1978-10-27,202600,43,0.0678,0.561,0.866,0.0,0.647,-6.12,0.0464,98.385,4," You could find a way to ease my passion You listen to the blood flow in my veins You hear the teaching of the wind Tell her why Im alive within I cant find the words my mind is dead Its better by you better than me  Guess youll have to tell her how I tried To speak up thoughts Ive held so long inside Tell her now I got to go Out in the streets and down the shore Tell her the worlds not much living for Its better by you better than me  Everybody Everybody knows Everybody Everybody knows  Better by you better than me You can tell what I want it to be You can say what I only can see Its better by you better than me  Guess Ill have to change my way of living Dont want to really know the way I feel Guess Ill learn to fight and kill Tell her not to wait until They find my blood upon her windowsill Its better by you better than me  Everybody Everybody knows Everybody Everybody knows
 Better by you better than me You can say what I only can see You can tell what I want it to be Its better by you better than me  Better by you better than me You can tell what I want it to be  You can say what I only can see Better by you better than me Better by you better than me You can say what I only can see  You can tell what I want it what I want it what I want it to be"
40,Love Bites,Defenders Of The Faith,https://i.scdn.co/image/ab67616d0000b273bc22adfbb796489be45491d2,Judas Priest,https://p.scdn.co/mp3-preview/f9f754041dbef81228c3cf2eabc0c2ceb39841ee?cid=b1e13d47b67249bda69ed912bb4f7133,1984,287733,45,0.000175,0.476,0.825,0.0939,0.206,-6.936,0.0589,138.628,4," When you feel safe when you feel warm Thats when I rise thats when I crawl Gliding on mist hardly a sound Bringing the kiss evils abound  In the dead of night Love bites love bites In the dead of night Love bites  Into your room where in deep sleep There you lie still to you I creep Then I descend close to your lips Across you I bend you smile as I sip Now you are mine in my control One taste of your life and I own your soul Softly you stir gently you moan Lusts in the air wake as I groan  In the dead of night Love bites love bites In the dead of night Love bites  Invites you invites you To feast in the night Excites you delights you It drains you to white Love bites You knew at first sight youd enjoy my attack That with my first bite thered be no turning back So come in my arms I strike any hour I will return to trap and devour
 In the dead of night Love bites love bites In the dead of night Love bites  Love bites Love bites Love bites Love bites"
41,Bloodstone,Screaming For Vengeance,https://i.scdn.co/image/ab67616d0000b273a79a10cea4a05ade064a397b,Judas Priest,https://p.scdn.co/mp3-preview/5e12ae3cf7b31030015043318869e66300d1a1a8?cid=b1e13d47b67249bda69ed912bb4f7133,1982,230866,42,0.0319,0.405,0.942,2.82e-06,0.3,-6.341,0.08,117.619,4," Ive been trying Theres no denying Its sending me out of my mind Ive seen reason Change to treason Its losing its sense of all kind  How much longer will it take for the world to see? We should learn to live and simply let it be  Bloodstone Bloodstone Bloodstone Bloodstone  In the night time Wake in fright Im so scared of the game thats being played Start to wonder Whats going under And how many deals have been made  How much longer will it take for the world to see? We should learn to live and simply let it be  Bloodstone Bloodstone Bloodstone Bloodstone 
 Bloodstone Bloodstone Bloodstone Bloodstone Bloodstone Bloodstone Bloodstone Bloodstone  Bloodstone  Bloodstone  Bloodstone  Bloodstone"
42,Children of the Sun,Firepower,https://i.scdn.co/image/ab67616d0000b2735c48f1b63e4b70cf96ffb088,Judas Priest,https://p.scdn.co/mp3-preview/2d2d23cee84d263c04b8781852de5d4109dd881c?cid=b1e13d47b67249bda69ed912bb4f7133,2018-03-09,240226,43,8.23e-05,0.406,0.775,0.078,0.0615,-7.152,0.0271,90.082,4, Sun sets on the nations Worlds in her disguise Pray for all that matters Saviour in my eyes  Children of the sun Dying one by one  Eden has been wasted Deadly poison fills the air Kneel down in forgiveness While theres still time if you care  Children of the sun Dying one by one Children of the sun Dying one by one  I couldnt dream To be without her kind They wouldnt let her be Or heal what she defiled You are the hate that beats mankind Torturous lies that lead the blind Squandered the truth from all we said You are the reason I feel dead   Mountains start to crumble Tumble in the sea  Children of the sun Dying one by one Children of the sun Dying one by one Children of the sun Dying one by one Children of the sun Dying one by one
43,Ram It Down,Ram It Down,https://i.scdn.co/image/ab67616d0000b2731870e57bcd78041d8c3cd202,Judas Priest,https://p.scdn.co/mp3-preview/6f1db004b67cdd75494827306d4fcd31d1ca47a5?cid=b1e13d47b67249bda69ed912bb4f7133,1988-05-03,288693,43,0.000794,0.188,0.988,0.00282,0.349,-4.928,0.127,141.123,4, Raise the sights the city lights are calling Were hot tonight the time is right theres nitro in the air In the street is where well meet were warning On the beat we wont retreat beware  Thousand of cars and a million guitars Screaming with power in the air Weve found the place where the decibels race This army of rock will be there To ram it down ram it down Straight through the heart of this town Ram it down ram it down Razing the place to the ground Ram it down  Bodies revving in leather heaven in wonder Lights are dimming and heads are swimming as thunder hits the stage Hell breaks loose turn on the juice get stronger We metal maniacs begin to rave  Thousand of cars and a million guitars Screaming with power in the air Weve found the place where the decibels race This army of rock will be there To ram it down ram it down Straight through the heart of this town Ram it down ram it down Razing the place to the ground Ram it down  Shout it out were all together now Shout it out we join as one one  Thousand of cars and a million guitars Screaming with power in the air Weve found the place where the decibels race This army of rock will be there To ram it down ram it down Straight through the heart of this town Ram it down ram it down Razing the place to the ground Ram it down
44,Freewheel Burning,Defenders Of The Faith,https://i.scdn.co/image/ab67616d0000b273bc22adfbb796489be45491d2,Judas Priest,https://p.scdn.co/mp3-preview/b6d1f0003c4b038bd4cd983d123a14a8a7957ddc?cid=b1e13d47b67249bda69ed912bb4f7133,1984,264360,44,4.59e-05,0.32,0.862,0.00341,0.234,-4.45,0.0495,123.593,4," Fast and furious we ride the universe To carve a road for us that slices every curve in sight We accelerate no time to hesitate This load will detonate whoever would contend its right  Born to lead at breakneck speed With high octane were spitting flames  Freewheel burning Freewheel burning  On we catapult were thrusting to the hilt Unearthing every fault go headlong into any dare We dont accept defeat we never will retreat We blaze with scorching heat obliterations everywhere  Born to lead at breakneck speed With high octane were spitting flames  Freewheel burning Freewheel burning  Look before you leap has never been the way we keep our road is free Charging to the top and never give in never stops the way to be Hold on to the lead with all your will and then concede Youll find theres life with victory on high   Look before you leap has never been the way we keep our road is free Charging to the top and never give in never stops the way to be Hold on to the lead with all your will and then concede Youll find theres life with victory with victory on high
 Freewheel burning Freewheel burning Freewheel burning Freewheel burning Freewheel burning Freewheel burning Freewheel burning Freewheel burning"
45, Chains,Screaming For Vengeance (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273475bd4fb40ba687fbf002c82,Judas Priest,https://p.scdn.co/mp3-preview/8b020521d14481d8a21728c4bf9ae1e0fc05f54c?cid=b1e13d47b67249bda69ed912bb4f7133,1982,185120,41,0.156,0.439,0.886,0.0,0.172,-6.393,0.0614,129.33,4,
46,Judas Rising,Angel Of Retribution,https://i.scdn.co/image/ab67616d0000b273367fe3409cb2741c0bfcdf66,Judas Priest,https://p.scdn.co/mp3-preview/913f6f61e622fd49c8b529fb9f3ba6d33efdd178?cid=b1e13d47b67249bda69ed912bb4f7133,2005-02-28,253093,42,0.00149,0.227,0.864,0.00017,0.395,-6.091,0.0557,133.708,4, White bolts of lightning Came out of nowhere Blinded the darkness Creating the storm War in the heavens Vengeance ignited Torment and tempest Attacks like a swarm  Forged out of flame from chaos to destiny Bringer of pain forever undying Judas is rising  Eternal betrayer Ice cold and evil Taking no prisoners Dark prince of the world  Humanity trembles Enslaving you sinners You cant beg for mercy For none will be saved  The burden of shame Echos the prophecy Ascending from Hell Forever despising Judas is rising  Apprentice revealed Deceivers are crying My crucified steel Evangelizing Judas is rising Judas is rising
47,Blood Red Skies,Ram It Down,https://i.scdn.co/image/ab67616d0000b2731870e57bcd78041d8c3cd202,Judas Priest,https://p.scdn.co/mp3-preview/c63253f57ad6774032a8b930c62f1c604e5b52d2?cid=b1e13d47b67249bda69ed912bb4f7133,1988-05-03,470960,41,0.00211,0.214,0.889,0.0352,0.0678,-7.994,0.139,91.485,4,"  As the sun goes down I move around Keeping to the shadows Life hangs by a thread And Ive heard it said that Ill not see tomorrow  If thats my destiny itll have to be So Ill face the future Running out of time Im on the line But Ill go down fighting  Felt the hand of justice Telling wrong from right Threw me out upon the street In the middle of the night Cybernetic heartbeat Digital precise Pneumatic fingers nearly Had me in their vice  Not begging you Im telling you  You wont break me You wont make me You wont take me Under blood red skies You wont break me You wont take me Ill fight you under Blood red skies  Through a shattered city watched by laser eyes Overhead the night squad glides The decaying paradise Automatic sniper With computer sights Scans the bleak horizon for its victim of the night
 Theyre closing in Theyll never win  You wont break me You wont make me You wont take me Under blood red skies You wont break me You wont take me Ill fight you under Blood red skies  As the end is drawing near Standing proud I wont give in to fear As I die a legend will be born I will stand I will fight Youll never take me alive   Ill stand my ground I wont go down
 You wont break me You wont make me You wont take me Under blood red skies You wont break me You wont take me Ill fight you under Blood red skies  Youll never take me alive Im telling you Hands of justice I will stand I will fight Never surrender As the sun goes down I wont give in to fear"
48,Some Heads Are Gonna Roll,Defenders Of The Faith,https://i.scdn.co/image/ab67616d0000b273bc22adfbb796489be45491d2,Judas Priest,https://p.scdn.co/mp3-preview/cd40da927d6d172e43796af2b2436dc61c83634e?cid=b1e13d47b67249bda69ed912bb4f7133,1984,247666,42,0.00047,0.423,0.807,0.00126,0.617,-5.16,0.0468,122.874,4," You can look to the left or look to the right But you will live in danger tonight When the enemy comes he will never be heard Hell blow your mind and not say a word Blinding lights flashing colors Sleepless nights  If the man with the power Cant keep it under control  Some heads are gonna roll Some heads are gonna roll Some heads are gonna roll Some heads are gonna roll  The power-mad freaks are ruling the earth Will show how little they think youre worth With animal lust theyll devour your life Theyll slice your word to bits like a knife One last day burning hell fire Youre blown away  If the man with the power Cant keep it under control  Some heads are gonna roll Some heads are gonna roll Some heads are gonna roll Some heads are gonna roll  Know what its like When youre taken for granted There goes your life Its so underhanded
  If the man with the power Cant keep it under control  Some heads are gonna roll Some heads are gonna roll Some heads are gonna roll Some heads are gonna roll Some heads are gonna roll  No no No no No no No Some heads are gonna roll No no  No no  Some heads are gonna roll No no  No Some heads are gonna roll No no  No no  Some heads are gonna roll No no "
49,Dissident Aggressor,Sin After Sin,https://i.scdn.co/image/ab67616d0000b273d05908f25aa68cae852a54f2,Judas Priest,https://p.scdn.co/mp3-preview/8e27c4d26c1b6af0d14c16966b6309aab602cf99?cid=b1e13d47b67249bda69ed912bb4f7133,1977-11-15,186093,40,0.00746,0.381,0.979,0.202,0.865,-5.065,0.144,103.056,1, Grand canyons of space and time universal My mind is subjected subjected to all  Stab bawl Punch crawl Hooks to my brain are well in Stab bawl Punch crawl I know what I am Im Berlin  Through cracked blackened memories of unit dispersal I face the impregnable wall  Stab bawl Punch crawl Hooks to my brain are well in Stab bawl Punch crawl I know what I am Im Berlin   Exploding reloading this quest never-ending Until I give out my last breath  Im stabbing and bawling Im punching and crawling Hooks to my brain are well in Im stabbing and bawling Im punching and crawling I know what I am Im Berlin
